"",".id","Date","Category","Question","Participant","University","Vote","Confidence","Comment"
"321","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Hilary Hoynes","Berkeley","Uncertain","8",""
"322","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Kenneth Judd","Stanford","Strongly Disagree","10","That work does not try to model the true economy. E.g., no model of corp inc tax uses a valid price of risk. Economists prefer ignorance."
"323","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Steven Kaplan","Chicago","Agree","8",""
"324","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Anil Kashyap","Chicago","Disagree","3","don't think we know for many types of changes"
"325","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Pete Klenow","Stanford","Agree","6",""
"326","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Jonathan Levin","Stanford","Uncertain","4","Maybe in some cases. Seems like a hard problem in general."
"327","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Eric Maskin","Harvard","Agree","6",""
"328","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","William Nordhaus","Yale","Disagree","7",""
"329","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Emmanuel Saez","Berkeley","Uncertain","8",""
"330","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Larry Samuelson","Yale","Agree","8","It's always difficult to turn qualitative predictions into precise estimates, but existing research can surely be helpful."
"331","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","José Scheinkman","Princeton","Disagree","5",""
"332","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Richard Schmalensee","MIT","Disagree","6",""
"333","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Carl Shapiro","Berkeley","Disagree","7",""
"334","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Robert Shimer","Chicago","Agree","5","The bounds likely rule out some outcomes but may be very wide"
"335","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Richard Thaler","Chicago","Strongly Disagree","5","In most cases we know very little. Chetty et al Danish study finds tax effects explain 1% of saving, design 99%."
"336","Question B:","Tuesday, February 10, 2015","Dynamic Scoring","To the extent that a given tax change might affect revenues partly by affecting national-income growth, existing research provides enough guidance to generate informative bounds on the size of any growth-driven revenue effect.","Christopher Udry","Yale","Uncertain","5",""
"337","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Daron Acemoglu","MIT","Agree","4",""
"338","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Alberto Alesina","Harvard","Did Not Answer","",""
"339","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Joseph Altonji","Yale","Agree","4","I worry about increased scope for political influences on the forecasts."
"340","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Alan Auerbach","Berkeley","Agree","5",""
"341","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","David Autor","MIT","Uncertain","6","I feel that this type of projection is unwise: first-order impacts on policy but almost zero reliability. And it invites gaming."
"342","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Katherine Baicker","Harvard","Did Not Answer","",""
"343","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Abhijit Banerjee","MIT","Did Not Answer","",""
"344","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Marianne Bertrand","Chicago","Agree","3",""
"345","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Markus Brunnermeier","Princeton","Agree","5",""
"346","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Raj Chetty","Harvard","Agree","10",""
"347","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Judith Chevalier","Yale","Disagree","7","In theory they could provide many estimates under different scenarios.  But picking one number or a likely range would introduce politics."
"348","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","David Cutler","Harvard","Disagree","6",""
"349","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Angus Deaton","Princeton","Agree","6",""
"350","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Darrell Duffie","Stanford","Agree","3","I thought they had already done this at CBO. If not, the research indicates they should give it a try. The stakes are relatively large."
"351","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Aaron Edlin","Berkeley","Did Not Answer","",""
"352","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Barry Eichengreen","Berkeley","Uncertain","5",""
"353","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Liran Einav","Stanford","Agree","5",""
"354","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Ray Fair","Yale","Agree","4",""
"355","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Amy Finkelstein","MIT","Agree","4",""
"356","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Pinelopi Goldberg","Yale","Agree","5",""
"357","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Austan Goolsbee","Chicago","Strongly Disagree","10","it would open the process up to political shenanigans of the worst kind"
"358","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Michael Greenstone","Chicago","Disagree","3","poor state of literature would open the door to ""judgment"" which seems likely to devolve to political wrangling and lots of uncertainty"
"359","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Robert Hall","Stanford","Uncertain","3","Again, the response of other elements of policy, monetary and fiscal, needs to be factored in, and there is great uncertainty."
"360","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Oliver Hart","Harvard","Agree","6","The estimates would not be perfect but they would be better than assuming no response."
"361","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Bengt Holmström","MIT","Uncertain","3",""
"362","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Caroline Hoxby","Stanford","Agree","6","It's wrong of them not to TRY because then they are knowingly getting things wrong. However, they could easily make a mess of it."
"363","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Hilary Hoynes","Berkeley","Agree","7",""
"364","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Kenneth Judd","Stanford","Strongly Agree","10","It certainly would not be worse. Unfortunately, this is the kind of research that NSF kills."
"365","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Steven Kaplan","Chicago","Agree","8",""
"366","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Anil Kashyap","Chicago","Uncertain","3","We know the direction and for certain types of changes might have some decent estimates. But politics could corrupt the process too"
"367","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Pete Klenow","Stanford","Agree","5",""
"368","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Jonathan Levin","Stanford","Uncertain","5","Possibly. They might also be less transparent and/or easy to criticize."
"369","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Eric Maskin","Harvard","Agree","7",""
"370","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","William Nordhaus","Yale","Disagree","8","The difficulties are that (a) knowledge of these has wide bounds and (b) communicating uncertainty bounds is virtually impossible."
"371","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Emmanuel Saez","Berkeley","Uncertain","8",""
"372","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Larry Samuelson","Yale","Agree","8","Behavioral responses will be most important for large changes, but the effects of large changes are particularly difficult to estimate."
"373","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","José Scheinkman","Princeton","Disagree","5",""
"374","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Richard Schmalensee","MIT","Disagree","5",""
"375","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Carl Shapiro","Berkeley","Strongly Disagree","7",""
"376","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Robert Shimer","Chicago","Uncertain","5","It depends on which estimates they used."
"377","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Richard Thaler","Chicago","Disagree","3","If done honestly, maybe, but the temptation to tilt would be strong.  It is the rare tax cut that increases tax revenues."
"378","Question C:","Tuesday, February 10, 2015","Dynamic Scoring","For large proposed changes in tax rates or the tax base, official revenue forecasts provided to Congress would probably be more accurate if the CBO and JCT tried to estimate fully how the proposed tax changes would affect growth-driven revenue.","Christopher Udry","Yale","Uncertain","5",""
"379","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Daron Acemoglu","MIT","Uncertain","1",""
"380","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Alberto Alesina","Harvard","Did Not Answer","",""
"381","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Joseph Altonji","Yale","Agree","4","Faculty will know what their university book store charges but will not know about foreign editions"
"382","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Alan Auerbach","Berkeley","No Opinion","",""
"383","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","David Autor","MIT","Strongly Agree","8",""
"384","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Katherine Baicker","Harvard","Agree","1",""
"385","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Abhijit Banerjee","MIT","Did Not Answer","",""
"386","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Marianne Bertrand","Chicago","Agree","3",""
"387","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Markus Brunnermeier","Princeton","Strongly Agree","8",""
"388","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Raj Chetty","Harvard","Did Not Answer","",""
"389","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Judith Chevalier","Yale","Uncertain","8","I have not seen a recent survey. I am reminded to list the price of the texts on my syllabus by the person in charge of HEOA compliance.-see background information here"
"390","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Janet Currie","Princeton","Did Not Answer","",""
"391","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","David Cutler","Harvard","Agree","4",""
"392","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Angus Deaton","Princeton","Uncertain","1",""
"393","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Darrell Duffie","Stanford","Agree","6","Just a guess, based on my own experience."
"394","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Aaron Edlin","Berkeley","Agree","6",""
"395","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Barry Eichengreen","Berkeley","Agree","5",""
"396","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Liran Einav","Stanford","Agree","6",""
"397","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Ray Fair","Yale","Agree","5",""
"398","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Amy Finkelstein","MIT","Agree","2",""
"399","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Pinelopi Goldberg","Yale","No Opinion","",""
"400","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Austan Goolsbee","Chicago","Uncertain","1",""
"401","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Michael Greenstone","Chicago","Agree","3",""
"402","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Robert Hall","Stanford","Uncertain","1","I'd run a survey if I wanted to know"
"403","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Oliver Hart","Harvard","Agree","7","My guess is that most pick what they think is the best book (or, of course, their own book) without regard to price."
"404","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Bengt Holmström","MIT","Agree","7",""
"405","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Caroline Hoxby","Stanford","No Opinion","","I am not aware of any data on this question so I would just be guessing."
"406","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Hilary Hoynes","Berkeley","Agree","5",""
"407","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Kenneth Judd","Stanford","Agree","8",""
"408","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Steven Kaplan","Chicago","Agree","4",""
"409","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Anil Kashyap","Chicago","Agree","3","Based on asking a few people what they thought a basic principles book costs.  Most shocked to learn it is well over $200"
"410","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Pete Klenow","Stanford","Agree","5",""
"411","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Jonathan Levin","Stanford","Agree","4",""
"412","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Eric Maskin","Harvard","No Opinion","",""
"413","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","William Nordhaus","Yale","Agree","8",""
"414","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Emmanuel Saez","Berkeley","Uncertain","4",""
"415","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Larry Samuelson","Yale","Strongly Agree","8",""
"416","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","José Scheinkman","Princeton","No Opinion","",""
"417","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Richard Schmalensee","MIT","Agree","5","Seems right to me, but only based on my own experience."
"418","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Carl Shapiro","Berkeley","Agree","7",""
"419","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Robert Shimer","Chicago","Agree","4",""
"420","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Richard Thaler","Chicago","Uncertain","1","Need data to answer."
"421","Question A:","Tuesday, January 27, 2015","Textbook Prices","Most college professors who assign textbooks would not be able to guess, within 10% of the actual figure, the retail price that their students pay for new copies of those books.","Christopher Udry","Yale","Agree","3","Since we have begun putting prices on our syllabi, it's become more likely that we would pass this test."
"422","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Daron Acemoglu","MIT","Agree","4",""
"423","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Alberto Alesina","Harvard","Did Not Answer","",""
"424","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Joseph Altonji","Yale","Agree","8",""
"425","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Alan Auerbach","Berkeley","Agree","7",""
"426","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","David Autor","MIT","Agree","8",""
"427","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Katherine Baicker","Harvard","Agree","2",""
"428","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Abhijit Banerjee","MIT","Did Not Answer","",""
"429","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Marianne Bertrand","Chicago","Agree","3",""
"430","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Markus Brunnermeier","Princeton","Uncertain","8",""
"431","Question B:","Tuesday, January 27, 2015","Textbook Prices","Since students can resell college textbooks or rent electronic versions, the net burden on students is substantially lower than retail prices for new textbook purchases would suggest.","Raj Chetty","Harvard","Did Not Answer","",""
